year,country,item,unit,value,source_file,sheet
1885,Indonesia,Coffee,1000 MT,60,Exports_2.xlsx,page_677_table_1
1886,Indonesia,Coffee,1000 MT,74,Exports_2.xlsx,page_677_table_1
1887,Indonesia,Coffee,1000 MT,52,Exports_2.xlsx,page_677_table_1
1888,Indonesia,Coffee,1000 MT,63,Exports_2.xlsx,page_677_table_1
1889,Indonesia,Coffee,1000 MT,73,Exports_2.xlsx,page_677_table_1
1890,Indonesia,Coffee,1000 MT,39,Exports_2.xlsx,page_677_table_1
1891,Indonesia,Coffee,1000 MT,56,Exports_2.xlsx,page_677_table_1
1892,Indonesia,Coffee,1000 MT,62,Exports_2.xlsx,page_677_table_1
1893,Indonesia,Coffee,1000 MT,39,Exports_2.xlsx,page_677_table_1
1894,Indonesia,Coffee,1000 MT,59,Exports_2.xlsx,page_677_table_1
1895,Indonesia,Coffee,1000 MT,56,Exports_2.xlsx,page_677_table_1
1896,Indonesia,Coffee,1000 MT,54,Exports_2.xlsx,page_677_table_1
1897,Indonesia,Coffee,1000 MT,65,Exports_2.xlsx,page_677_table_1
1898,Indonesia,Coffee,1000 MT,36,Exports_2.xlsx,page_677_table_1
1899,Indonesia,Coffee,1000 MT,55,Exports_2.xlsx,page_677_table_1
1881,Sri Lanka,Coffee,1000 MT,23,Exports_2.xlsx,page_677_table_1
1882,Sri Lanka,Coffee,1000 MT,29,Exports_2.xlsx,page_677_table_1
1883,Sri Lanka,Coffee,1000 MT,13,Exports_2.xlsx,page_677_table_1
1884,Sri Lanka,Coffee,1000 MT,16,Exports_2.xlsx,page_677_table_1
1885,Sri Lanka,Coffee,1000 MT,16,Exports_2.xlsx,page_677_table_1
1886,Sri Lanka,Coffee,1000 MT,11,Exports_2.xlsx,page_677_table_1
1887,Sri Lanka,Coffee,1000 MT,9,Exports_2.xlsx,page_677_table_1
1888,Sri Lanka,Coffee,1000 MT,7,Exports_2.xlsx,page_677_table_1
1889,Sri Lanka,Coffee,1000 MT,4.4,Exports_2.xlsx,page_677_table_1
1890,Sri Lanka,Coffee,1000 MT,4.5,Exports_2.xlsx,page_677_table_1
1891,Sri Lanka,Coffee,1000 MT,2.1,Exports_2.xlsx,page_677_table_1
1892,Sri Lanka,Coffee,1000 MT,2.8,Exports_2.xlsx,page_677_table_1
1893,Sri Lanka,Coffee,1000 MT,1.6,Exports_2.xlsx,page_677_table_1
1894,Sri Lanka,Coffee,1000 MT,3.4,Exports_2.xlsx,page_677_table_1
1895,Sri Lanka,Coffee,1000 MT,1.2,Exports_2.xlsx,page_677_table_1
1896,Sri Lanka,Coffee,1000 MT,0.9,Exports_2.xlsx,page_677_table_1
1897,Sri Lanka,Coffee,1000 MT,0.6,Exports_2.xlsx,page_677_table_1
1898,Sri Lanka,Coffee,1000 MT,1,Exports_2.xlsx,page_677_table_1
1899,Sri Lanka,Coffee,1000 MT,0.5,Exports_2.xlsx,page_677_table_1
1824,Indonesia,Coffee,1000 MT,17,Exports_2.xlsx,page_677_table_2
1825,Indonesia,Coffee,1000 MT,19,Exports_2.xlsx,page_677_table_2
1826,Indonesia,Coffee,1000 MT,24,Exports_2.xlsx,page_677_table_2
1827,Indonesia,Coffee,1000 MT,27,Exports_2.xlsx,page_677_table_2
1828,Indonesia,Coffee,1000 MT,27,Exports_2.xlsx,page_677_table_2
1829,Indonesia,Coffee,1000 MT,20,Exports_2.xlsx,page_677_table_2
1830,Indonesia,Coffee,1000 MT,20,Exports_2.xlsx,page_677_table_2
1831,Indonesia,Coffee,1000 MT,21,Exports_2.xlsx,page_677_table_2
1832,Indonesia,Coffee,1000 MT,23,Exports_2.xlsx,page_677_table_2
1833,Indonesia,Coffee,1000 MT,27,Exports_2.xlsx,page_677_table_2
1834,Indonesia,Coffee,1000 MT,35,Exports_2.xlsx,page_677_table_2
1835,Indonesia,Coffee,1000 MT,34,Exports_2.xlsx,page_677_table_2
1836,Indonesia,Coffee,1000 MT,36,Exports_2.xlsx,page_677_table_2
1837,Indonesia,Coffee,1000 MT,46,Exports_2.xlsx,page_677_table_2
1838,Indonesia,Coffee,1000 MT,40,Exports_2.xlsx,page_677_table_2
1839,Indonesia,Coffee,1000 MT,53,Exports_2.xlsx,page_677_table_2
1840,Indonesia,Coffee,1000 MT,75,Exports_2.xlsx,page_677_table_2
1841,Indonesia,Coffee,1000 MT,65,Exports_2.xlsx,page_677_table_2
1842,Indonesia,Coffee,1000 MT,68,Exports_2.xlsx,page_677_table_2
1843,Indonesia,Coffee,1000 MT,68,Exports_2.xlsx,page_677_table_2
1844,Indonesia,Coffee,1000 MT,81,Exports_2.xlsx,page_677_table_2
1845,Indonesia,Coffee,1000 MT,67,Exports_2.xlsx,page_677_table_2
1846,Indonesia,Coffee,1000 MT,61,Exports_2.xlsx,page_677_table_2
1847,Indonesia,Coffee,1000 MT,68,Exports_2.xlsx,page_677_table_2
1848,Indonesia,Coffee,1000 MT,48,Exports_2.xlsx,page_677_table_2
1849,Indonesia,Coffee,1000 MT,57,Exports_2.xlsx,page_677_table_2
1850,Indonesia,Coffee,1000 MT,51,Exports_2.xlsx,page_677_table_2
1851,Indonesia,Coffee,1000 MT,74,Exports_2.xlsx,page_677_table_2
1852,Indonesia,Coffee,1000 MT,62,Exports_2.xlsx,page_677_table_2
1853,Indonesia,Coffee,1000 MT,63,Exports_2.xlsx,page_677_table_2
1854,Indonesia,Coffee,1000 MT,63,Exports_2.xlsx,page_677_table_2
1855,Indonesia,Coffee,1000 MT,78,Exports_2.xlsx,page_677_table_2
1856,Indonesia,Coffee,1000 MT,73,Exports_2.xlsx,page_677_table_2
1857,Indonesia,Coffee,1000 MT,60,Exports_2.xlsx,page_677_table_2
1858,Indonesia,Coffee,1000 MT,68,Exports_2.xlsx,page_677_table_2
1859,Indonesia,Coffee,1000 MT,71,Exports_2.xlsx,page_677_table_2
1860,Indonesia,Coffee,1000 MT,65,Exports_2.xlsx,page_677_table_2
1861,Indonesia,Coffee,1000 MT,74,Exports_2.xlsx,page_677_table_2
1862,Indonesia,Coffee,1000 MT,72,Exports_2.xlsx,page_677_table_2
1863,Indonesia,Coffee,1000 MT,67,Exports_2.xlsx,page_677_table_2
1864,Indonesia,Coffee,1000 MT,77,Exports_2.xlsx,page_677_table_2
1865,Indonesia,Coffee,1000 MT,61,Exports_2.xlsx,page_677_table_2
1866,Indonesia,Coffee,1000 MT,74,Exports_2.xlsx,page_677_table_2
1867,Indonesia,Coffee,1000 MT,82,Exports_2.xlsx,page_677_table_2
1868,Indonesia,Coffee,1000 MT,68,Exports_2.xlsx,page_677_table_2
1869,Indonesia,Coffee,1000 MT,69,Exports_2.xlsx,page_677_table_2
1870,Indonesia,Coffee,1000 MT,86,Exports_2.xlsx,page_677_table_2
1871,Indonesia,Coffee,1000 MT,72,Exports_2.xlsx,page_677_table_2
1872,Indonesia,Coffee,1000 MT,74,Exports_2.xlsx,page_677_table_2
1873,Indonesia,Coffee,1000 MT,80,Exports_2.xlsx,page_677_table_2
1874,Indonesia,Coffee,1000 MT,75,Exports_2.xlsx,page_677_table_2
1875,Indonesia,Coffee,1000 MT,78,Exports_2.xlsx,page_677_table_2
1876,Indonesia,Coffee,1000 MT,87,Exports_2.xlsx,page_677_table_2
1877,Indonesia,Coffee,1000 MT,91,Exports_2.xlsx,page_677_table_2
1878,Indonesia,Coffee,1000 MT,63,Exports_2.xlsx,page_677_table_2
1879,Indonesia,Coffee,1000 MT,82,Exports_2.xlsx,page_677_table_2
1824,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1825,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1826,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1827,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1828,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1829,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1830,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1831,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1832,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1833,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1834,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1835,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1836,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1837,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1838,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1839,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1840,Sri Lanka,Coffee,1000 MT,3.5,Exports_2.xlsx,page_677_table_2
1841,Sri Lanka,Coffee,1000 MT,4.3,Exports_2.xlsx,page_677_table_2
1842,Sri Lanka,Coffee,1000 MT,NA,Exports_2.xlsx,page_677_table_2
1843,Sri Lanka,Coffee,1000 MT,4.8,Exports_2.xlsx,page_677_table_2
1844,Sri Lanka,Coffee,1000 MT,6.8,Exports_2.xlsx,page_677_table_2
1845,Sri Lanka,Coffee,1000 MT,9.1,Exports_2.xlsx,page_677_table_2
1846,Sri Lanka,Coffee,1000 MT,8.8,Exports_2.xlsx,page_677_table_2
1847,Sri Lanka,Coffee,1000 MT,15,Exports_2.xlsx,page_677_table_2
1848,Sri Lanka,Coffee,1000 MT,14,Exports_2.xlsx,page_677_table_2
1849,Sri Lanka,Coffee,1000 MT,17,Exports_2.xlsx,page_677_table_2
1850,Sri Lanka,Coffee,1000 MT,16,Exports_2.xlsx,page_677_table_2
1851,Sri Lanka,Coffee,1000 MT,15,Exports_2.xlsx,page_677_table_2
1852,Sri Lanka,Coffee,1000 MT,21,Exports_2.xlsx,page_677_table_2
1853,Sri Lanka,Coffee,1000 MT,16,Exports_2.xlsx,page_677_table_2
1854,Sri Lanka,Coffee,1000 MT,22,Exports_2.xlsx,page_677_table_2
1855,Sri Lanka,Coffee,1000 MT,25,Exports_2.xlsx,page_677_table_2
1856,Sri Lanka,Coffee,1000 MT,22,Exports_2.xlsx,page_677_table_2
1857,Sri Lanka,Coffee,1000 MT,27,Exports_2.xlsx,page_677_table_2
1858,Sri Lanka,Coffee,1000 MT,28,Exports_2.xlsx,page_677_table_2
1859,Sri Lanka,Coffee,1000 MT,31,Exports_2.xlsx,page_677_table_2
1860,Sri Lanka,Coffee,1000 MT,32,Exports_2.xlsx,page_677_table_2
1861,Sri Lanka,Coffee,1000 MT,31,Exports_2.xlsx,page_677_table_2
1862,Sri Lanka,Coffee,1000 MT,31,Exports_2.xlsx,page_677_table_2
1863,Sri Lanka,Coffee,1000 MT,41,Exports_2.xlsx,page_677_table_2
1864,Sri Lanka,Coffee,1000 MT,33,Exports_2.xlsx,page_677_table_2
1865,Sri Lanka,Coffee,1000 MT,47,Exports_2.xlsx,page_677_table_2
1866,Sri Lanka,Coffee,1000 MT,45,Exports_2.xlsx,page_677_table_2
1867,Sri Lanka,Coffee,1000 MT,44,Exports_2.xlsx,page_677_table_2
1868,Sri Lanka,Coffee,1000 MT,51,Exports_2.xlsx,page_677_table_2
1869,Sri Lanka,Coffee,1000 MT,51,Exports_2.xlsx,page_677_table_2
1870,Sri Lanka,Coffee,1000 MT,52,Exports_2.xlsx,page_677_table_2
1871,Sri Lanka,Coffee,1000 MT,49,Exports_2.xlsx,page_677_table_2
1872,Sri Lanka,Coffee,1000 MT,37,Exports_2.xlsx,page_677_table_2
1873,Sri Lanka,Coffee,1000 MT,50,Exports_2.xlsx,page_677_table_2
1874,Sri Lanka,Coffee,1000 MT,36,Exports_2.xlsx,page_677_table_2
1875,Sri Lanka,Coffee,1000 MT,50,Exports_2.xlsx,page_677_table_2
1876,Sri Lanka,Coffee,1000 MT,35,Exports_2.xlsx,page_677_table_2
1877,Sri Lanka,Coffee,1000 MT,47,Exports_2.xlsx,page_677_table_2
1878,Sri Lanka,Coffee,1000 MT,32,Exports_2.xlsx,page_677_table_2
1879,Sri Lanka,Coffee,1000 MT,42,Exports_2.xlsx,page_677_table_2
1822,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1823,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1824,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1825,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1826,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1827,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1828,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1829,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1830,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1831,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1832,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1833,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1834,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1835,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1836,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1837,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1838,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1839,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1840,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1841,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1842,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1843,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1844,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1845,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1846,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1847,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1848,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1849,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1850,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1851,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1852,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1853,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1854,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1855,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1856,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1857,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1858,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1859,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1860,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1861,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1862,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1863,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1864,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1865,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1866,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1867,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1868,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1869,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1870,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1871,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1872,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1873,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1874,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1875,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1876,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1877,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1878,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1879,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1880,Angola,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1822,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1823,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1824,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1825,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1826,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1827,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1828,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1829,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1830,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1831,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1832,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1833,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1834,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1835,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1836,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1837,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1838,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1839,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1840,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1841,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1842,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1843,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1844,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1845,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1846,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1847,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1848,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1849,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1850,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1851,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1852,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1853,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1854,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1855,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1856,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1857,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1858,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1859,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1860,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1861,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1862,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1863,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1864,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1865,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1866,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1867,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1868,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1869,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1870,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1871,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1872,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1873,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1874,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1875,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1876,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1877,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1878,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1879,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1880,Ethiopia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1822,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1823,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1824,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1825,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1826,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1827,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1828,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1829,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1830,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1831,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1832,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1833,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1834,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1835,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1836,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1837,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1838,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1839,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1840,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1841,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1842,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1843,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1844,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1845,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1846,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1847,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1848,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1849,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1850,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1851,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1852,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1853,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1854,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1855,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1856,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1857,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1858,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1859,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1860,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1861,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1862,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1863,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1864,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1865,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1866,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1867,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1868,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1869,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1870,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1871,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1872,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1873,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1874,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1875,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1876,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1877,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1878,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1879,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1880,Indonesia,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1822,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1823,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1824,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1825,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1826,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1827,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1828,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1829,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
1830,Ivory Coast,Coffee,1000 MT,NA,Exports_2.xlsx,page_678_table_1
