proc_code,crop_process,crop_original,unit,iso3c,rate_value
p044,"Fruits production, Other",fruitnes,kgN/ha,MDG,0.90777403
p044,"Fruits production, Other",fruitnes,kgN/ha,MWI,35.356003
p044,"Fruits production, Other",fruitnes,kgN/ha,MYS,77.267426
p044,"Fruits production, Other",fruitnes,kgN/ha,MLI,2.2817271
p044,"Fruits production, Other",fruitnes,kgN/ha,MRT,1.0556017
p044,"Fruits production, Other",fruitnes,kgN/ha,MEX,102.63165
p044,"Fruits production, Other",fruitnes,kgN/ha,MNG,0.95638913
p044,"Fruits production, Other",fruitnes,kgN/ha,MAR,58.974636
p044,"Fruits production, Other",fruitnes,kgN/ha,MOZ,1.5176407
p044,"Fruits production, Other",fruitnes,kgN/ha,MDA,3.8784461
p044,"Fruits production, Other",fruitnes,kgN/ha,NAM,0.82964957
p044,"Fruits production, Other",fruitnes,kgN/ha,NPL,13.991444
p044,"Fruits production, Other",fruitnes,kgN/ha,MKD,75.294159
p044,"Fruits production, Other",fruitnes,kgN/ha,NZL,122.73913
p044,"Fruits production, Other",fruitnes,kgN/ha,NIC,20.800478
p044,"Fruits production, Other",fruitnes,kgN/ha,NER,0.54058284
p044,"Fruits production, Other",fruitnes,kgN/ha,NGA,1.3218709
p044,"Fruits production, Other",fruitnes,kgN/ha,PAK,64.706505
p044,"Fruits production, Other",fruitnes,kgN/ha,PAN,76.280312
p044,"Fruits production, Other",fruitnes,kgN/ha,PNG,2.9355617
p044,"Fruits production, Other",fruitnes,kgN/ha,PRY,35.999996
p044,"Fruits production, Other",fruitnes,kgN/ha,PER,86.410728
p044,"Fruits production, Other",fruitnes,kgN/ha,PHL,26.846567
p044,"Fruits production, Other",fruitnes,kgN/ha,POL,88.407089
p044,"Fruits production, Other",fruitnes,kgN/ha,PRT,33.356609
p044,"Fruits production, Other",fruitnes,kgN/ha,GNB,1.8537787
p044,"Fruits production, Other",fruitnes,kgN/ha,PRI,65.480957
p044,"Fruits production, Other",fruitnes,kgN/ha,ERI,2.8922684
p044,"Fruits production, Other",fruitnes,kgN/ha,ZWE,14.42569
p044,"Fruits production, Other",fruitnes,kgN/ha,ROM,45.550663
p044,"Fruits production, Other",fruitnes,kgN/ha,RWA,0.16234776
p044,"Fruits production, Other",fruitnes,kgN/ha,RUS,22.916891
p044,"Fruits production, Other",fruitnes,kgN/ha,SRM,84.269066
p044,"Fruits production, Other",fruitnes,kgN/ha,SAU,44.840412
p044,"Fruits production, Other",fruitnes,kgN/ha,SEN,7.5929303
p044,"Fruits production, Other",fruitnes,kgN/ha,SLE,0.61264724
p044,"Fruits production, Other",fruitnes,kgN/ha,SVN,108.45207
p044,"Fruits production, Other",fruitnes,kgN/ha,SVK,21.679718
p044,"Fruits production, Other",fruitnes,kgN/ha,SGP,130.96193
p044,"Fruits production, Other",fruitnes,kgN/ha,SOM,0.079528995
p044,"Fruits production, Other",fruitnes,kgN/ha,ZAF,131.55695
p044,"Fruits production, Other",fruitnes,kgN/ha,ESP,56.804672
p044,"Fruits production, Other",fruitnes,kgN/ha,SUR,132.38098
p044,"Fruits production, Other",fruitnes,kgN/ha,TJK,10.541292
p044,"Fruits production, Other",fruitnes,kgN/ha,SWZ,3.3874762
p044,"Fruits production, Other",fruitnes,kgN/ha,CHE,71
p044,"Fruits production, Other",fruitnes,kgN/ha,SYR,44.500343
p044,"Fruits production, Other",fruitnes,kgN/ha,TKM,15.845021
p044,"Fruits production, Other",fruitnes,kgN/ha,TZA,2.5322344
p044,"Fruits production, Other",fruitnes,kgN/ha,THA,50.607201
p044,"Fruits production, Other",fruitnes,kgN/ha,TGO,12.631839
p044,"Fruits production, Other",fruitnes,kgN/ha,TRI,76.454117
p044,"Fruits production, Other",fruitnes,kgN/ha,OMN,18.127407
p044,"Fruits production, Other",fruitnes,kgN/ha,TUN,13.648013
p044,"Fruits production, Other",fruitnes,kgN/ha,TUR,79.502869
p044,"Fruits production, Other",fruitnes,kgN/ha,ARE,68.161247
p044,"Fruits production, Other",fruitnes,kgN/ha,UGA,0.98789108
p044,"Fruits production, Other",fruitnes,kgN/ha,UKR,6.249567
p044,"Fruits production, Other",fruitnes,kgN/ha,USA,49.789886
p044,"Fruits production, Other",fruitnes,kgN/ha,BFA,8.0851421
p044,"Fruits production, Other",fruitnes,kgN/ha,URY,59.932533
p044,"Fruits production, Other",fruitnes,kgN/ha,UZB,44.547272
p044,"Fruits production, Other",fruitnes,kgN/ha,VEN,89.716728
p044,"Fruits production, Other",fruitnes,kgN/ha,VNM,64.66703
p044,"Fruits production, Other",fruitnes,kgN/ha,ETH,4.1131248
p044,"Fruits production, Other",fruitnes,kgN/ha,YEM,6.134439
p044,"Fruits production, Other",fruitnes,kgN/ha,ZAR,0.19874619
p044,"Fruits production, Other",fruitnes,kgN/ha,ZMB,2.9798667
p044,"Fruits production, Other",fruitnes,kgN/ha,SDN,3.1309819
p045,Coffee production,coffee,kgN/ha,AGO,0.62811273
p045,Coffee production,coffee,kgN/ha,ARG,40.663048
p045,Coffee production,coffee,kgN/ha,BGD,21.66116
p045,Coffee production,coffee,kgN/ha,BOL,0.463323
p045,Coffee production,coffee,kgN/ha,BWA,10.512059
p045,Coffee production,coffee,kgN/ha,BRA,111.88537
p045,Coffee production,coffee,kgN/ha,BZE,33.424564
p045,Coffee production,coffee,kgN/ha,MMR,1.3654202
p045,Coffee production,coffee,kgN/ha,BDI,0.74069202
p045,Coffee production,coffee,kgN/ha,CMR,7.072237
p045,Coffee production,coffee,kgN/ha,CAF,0.099198468
p045,Coffee production,coffee,kgN/ha,LKA,35.494877
p045,Coffee production,coffee,kgN/ha,CHL,143.68689
p045,Coffee production,coffee,kgN/ha,CHN,80.656631
p045,Coffee production,coffee,kgN/ha,COL,112.49999
p045,Coffee production,coffee,kgN/ha,COG,7.5477467
p045,Coffee production,coffee,kgN/ha,COS,255.66675
p045,Coffee production,coffee,kgN/ha,CUB,11.634995
p045,Coffee production,coffee,kgN/ha,BEN,9.587532
p045,Coffee production,coffee,kgN/ha,DOM,35.643085
p045,Coffee production,coffee,kgN/ha,ECU,3.0600691
p045,Coffee production,coffee,kgN/ha,ELS,50.599995
p045,Coffee production,coffee,kgN/ha,GAB,2.4032784
p045,Coffee production,coffee,kgN/ha,GHA,1.1645863
p045,Coffee production,coffee,kgN/ha,GUA,80.906113
p045,Coffee production,coffee,kgN/ha,GIN,0.28984725
p045,Coffee production,coffee,kgN/ha,GUY,38.280708
p045,Coffee production,coffee,kgN/ha,HAI,4.3445477
p045,Coffee production,coffee,kgN/ha,HON,129.92474
p045,Coffee production,coffee,kgN/ha,IND,66.911003
p045,Coffee production,coffee,kgN/ha,IDN,49.00005
p045,Coffee production,coffee,kgN/ha,CIV,7.4422755
p045,Coffee production,coffee,kgN/ha,KAZ,4.2317886
p045,Coffee production,coffee,kgN/ha,JAM,84.091537
p045,Coffee production,coffee,kgN/ha,KEN,14.826748
p045,Coffee production,coffee,kgN/ha,KHM,3.0002716
p045,Coffee production,coffee,kgN/ha,PRK,21.566799
p045,Coffee production,coffee,kgN/ha,LAO,4.4150324
p045,Coffee production,coffee,kgN/ha,MDG,0.40543723
p045,Coffee production,coffee,kgN/ha,MWI,48
p045,Coffee production,coffee,kgN/ha,MYS,54.48457
p045,Coffee production,coffee,kgN/ha,MLI,1.0190839
p045,Coffee production,coffee,kgN/ha,MEX,45.707344
p045,Coffee production,coffee,kgN/ha,MNG,1.9012386
p045,Coffee production,coffee,kgN/ha,MOZ,0.67782062
p045,Coffee production,coffee,kgN/ha,NAM,1.0092384
p045,Coffee production,coffee,kgN/ha,NPL,6.2489715
p045,Coffee production,coffee,kgN/ha,NIC,39.878441
p045,Coffee production,coffee,kgN/ha,NGA,2.6277926
p045,Coffee production,coffee,kgN/ha,PAN,92.792183
p045,Coffee production,coffee,kgN/ha,PNG,5.8357124
p045,Coffee production,coffee,kgN/ha,PRY,35.999981
p045,Coffee production,coffee,kgN/ha,PER,105.11536
p045,Coffee production,coffee,kgN/ha,PHL,29.999996
p045,Coffee production,coffee,kgN/ha,PRI,80.119408
p045,Coffee production,coffee,kgN/ha,ZWE,6.4429145
p045,Coffee production,coffee,kgN/ha,RWA,0.072509065
p045,Coffee production,coffee,kgN/ha,RUS,27.877529
p045,Coffee production,coffee,kgN/ha,SLE,0.27362546
p045,Coffee production,coffee,kgN/ha,ZAF,118.03207
p045,Coffee production,coffee,kgN/ha,SUR,161.03659
p045,Coffee production,coffee,kgN/ha,TZA,0.14067987
p045,Coffee production,coffee,kgN/ha,THA,37.5
p045,Coffee production,coffee,kgN/ha,TGO,6.3159251
p045,Coffee production,coffee,kgN/ha,TRI,93.545631
p045,Coffee production,coffee,kgN/ha,UGA,0.4412201
p045,Coffee production,coffee,kgN/ha,VEN,133.18561
p045,Coffee production,coffee,kgN/ha,VNM,157.50002
p045,Coffee production,coffee,kgN/ha,ETH,1.4000012
p045,Coffee production,coffee,kgN/ha,YEM,12.194866
p045,Coffee production,coffee,kgN/ha,ZAR,0.088765569
p045,Coffee production,coffee,kgN/ha,ZMB,1.3308927
p045,Coffee production,coffee,kgN/ha,SDN,6.2241902
p046,Cocoa Beans production,cocoa,kgN/ha,AGO,0.36787146
p046,Cocoa Beans production,cocoa,kgN/ha,BOL,1.5006471
p046,Cocoa Beans production,cocoa,kgN/ha,BRA,24.975719
p046,Cocoa Beans production,cocoa,kgN/ha,BZE,19.576036
p046,Cocoa Beans production,cocoa,kgN/ha,MMR,10.529584
p046,Cocoa Beans production,cocoa,kgN/ha,CMR,4.1420536
p046,Cocoa Beans production,cocoa,kgN/ha,CAF,0.21409871
p046,Cocoa Beans production,cocoa,kgN/ha,LKA,35.494881
p046,Cocoa Beans production,cocoa,kgN/ha,CHL,46.261456
p046,Cocoa Beans production,cocoa,kgN/ha,COL,36.000015
p046,Cocoa Beans production,cocoa,kgN/ha,COG,4.4205513
p046,Cocoa Beans production,cocoa,kgN/ha,COS,44.741692
p046,Cocoa Beans production,cocoa,kgN/ha,CUB,3.7460022
p046,Cocoa Beans production,cocoa,kgN/ha,DOM,13.366159
p046,Cocoa Beans production,cocoa,kgN/ha,ECU,3.0600686
p046,Cocoa Beans production,cocoa,kgN/ha,ELS,54.90741
p046,Cocoa Beans production,cocoa,kgN/ha,GAB,0.7737596
p046,Cocoa Beans production,cocoa,kgN/ha,GHA,2.5135098
p046,Cocoa Beans production,cocoa,kgN/ha,GUA,32.755661
p046,Cocoa Beans production,cocoa,kgN/ha,GIN,0.6255734
p046,Cocoa Beans production,cocoa,kgN/ha,GUY,22.420179
p046,Cocoa Beans production,cocoa,kgN/ha,HAI,9.3767748
p046,Cocoa Beans production,cocoa,kgN/ha,HON,32.481186
p046,Cocoa Beans production,cocoa,kgN/ha,IND,42.169739
p046,Cocoa Beans production,cocoa,kgN/ha,IDN,66.500008
p046,Cocoa Beans production,cocoa,kgN/ha,CIV,4.358778
p046,Cocoa Beans production,cocoa,kgN/ha,JAM,27.074118
p046,Cocoa Beans production,cocoa,kgN/ha,MDG,0.87504965
p046,Cocoa Beans production,cocoa,kgN/ha,MWI,34.081463
p046,Cocoa Beans production,cocoa,kgN/ha,MYS,83.638672
p046,Cocoa Beans production,cocoa,kgN/ha,MLI,2.1994741
p046,Cocoa Beans production,cocoa,kgN/ha,MEX,12.696487
p046,Cocoa Beans production,cocoa,kgN/ha,MOZ,1.4629308
p046,Cocoa Beans production,cocoa,kgN/ha,NAM,0.32493448
p046,Cocoa Beans production,cocoa,kgN/ha,NIC,9.346509
p046,Cocoa Beans production,cocoa,kgN/ha,NGA,1.5390407
p046,Cocoa Beans production,cocoa,kgN/ha,PAN,29.875381
p046,Cocoa Beans production,cocoa,kgN/ha,PNG,3.4178469
p046,Cocoa Beans production,cocoa,kgN/ha,PRY,0.62132251
p046,Cocoa Beans production,cocoa,kgN/ha,PER,33.842972
p046,Cocoa Beans production,cocoa,kgN/ha,PHL,42.500015
p046,Cocoa Beans production,cocoa,kgN/ha,GNB,1.7869521
p046,Cocoa Beans production,cocoa,kgN/ha,RWA,0.15649527
p046,Cocoa Beans production,cocoa,kgN/ha,SLE,0.59056175
p046,Cocoa Beans production,cocoa,kgN/ha,SUR,51.84737
p046,Cocoa Beans production,cocoa,kgN/ha,TZA,2.4409549
p046,Cocoa Beans production,cocoa,kgN/ha,THA,56.999992
p046,Cocoa Beans production,cocoa,kgN/ha,TGO,12.176473
p046,Cocoa Beans production,cocoa,kgN/ha,TRI,40.517517
p046,Cocoa Beans production,cocoa,kgN/ha,UGA,0.95227879
p046,Cocoa Beans production,cocoa,kgN/ha,VEN,26.637129
p046,Cocoa Beans production,cocoa,kgN/ha,ZAR,0.19158149
p046,Cocoa Beans production,cocoa,kgN/ha,ZMB,2.8724465
p047,Tea production,tea,kgN/ha,ARM,26.001469
p047,Tea production,tea,kgN/ha,AGO,1.2609118
p047,Tea production,tea,kgN/ha,ARG,0.14999999
p047,Tea production,tea,kgN/ha,BGD,44.196461
p047,Tea production,tea,kgN/ha,BOL,5.1436005
p047,Tea production,tea,kgN/ha,BWA,14.376465
p047,Tea production,tea,kgN/ha,BRA,104.51514
p047,Tea production,tea,kgN/ha,MMR,2.7308419
p047,Tea production,tea,kgN/ha,BDI,1.5112751
p047,Tea production,tea,kgN/ha,CMR,14.197244
p047,Tea production,tea,kgN/ha,CAF,0.20240019
p047,Tea production,tea,kgN/ha,LKA,225.15727
p047,Tea production,tea,kgN/ha,TCD,1.2364646
p047,Tea production,tea,kgN/ha,CHL,196.50851
p047,Tea production,tea,kgN/ha,CHN,161.2545
p047,Tea production,tea,kgN/ha,COL,132.99457
p047,Tea production,tea,kgN/ha,COG,15.151817
p047,Tea production,tea,kgN/ha,AZE,13.000002
p047,Tea production,tea,kgN/ha,BLR,70.924957
p047,Tea production,tea,kgN/ha,ECU,101.91449
p047,Tea production,tea,kgN/ha,GEO,51.507431
p047,Tea production,tea,kgN/ha,GRC,710.46771
p047,Tea production,tea,kgN/ha,GUA,112.27289
p047,Tea production,tea,kgN/ha,GIN,0.59139132
p047,Tea production,tea,kgN/ha,IND,124.63772
p047,Tea production,tea,kgN/ha,IDN,66.499992
p047,Tea production,tea,kgN/ha,IRN,160.48006
p047,Tea production,tea,kgN/ha,IRQ,266.43713
p047,Tea production,tea,kgN/ha,CIV,14.940086
p047,Tea production,tea,kgN/ha,KAZ,5.7874641
p047,Tea production,tea,kgN/ha,JPN,661.00006
p047,Tea production,tea,kgN/ha,KEN,15.444514
p047,Tea production,tea,kgN/ha,KHM,6.1216197
p047,Tea production,tea,kgN/ha,PRK,44.003937
p047,Tea production,tea,kgN/ha,KOR,1016.893
p047,Tea production,tea,kgN/ha,LVA,1067.4333
p047,Tea production,tea,kgN/ha,LAO,1.0792298
p047,Tea production,tea,kgN/ha,LSO,24.727373
p047,Tea production,tea,kgN/ha,MDG,0.8272357
p047,Tea production,tea,kgN/ha,MWI,32.219227
p047,Tea production,tea,kgN/ha,MYS,80.293121
p047,Tea production,tea,kgN/ha,MLI,2.079294
p047,Tea production,tea,kgN/ha,MRT,0.96194839
p047,Tea production,tea,kgN/ha,MNG,3.8166647
p047,Tea production,tea,kgN/ha,MOZ,1.3829956
p047,Tea production,tea,kgN/ha,NPL,12.750123
p047,Tea production,tea,kgN/ha,NER,0.49262246
p047,Tea production,tea,kgN/ha,NGA,5.2751946
p047,Tea production,tea,kgN/ha,PAK,269.80029
p047,Tea production,tea,kgN/ha,PAN,126.90408
p047,Tea production,tea,kgN/ha,PNG,11.71496
p047,Tea production,tea,kgN/ha,PRY,2.1296363
p047,Tea production,tea,kgN/ha,PER,143.75749
p047,Tea production,tea,kgN/ha,POL,614.86066
p047,Tea production,tea,kgN/ha,PRT,440.97415
p047,Tea production,tea,kgN/ha,ZWE,13.145847
p047,Tea production,tea,kgN/ha,RWA,0.14794427
p047,Tea production,tea,kgN/ha,RUS,38.12569
p047,Tea production,tea,kgN/ha,SEN,30.301153
p047,Tea production,tea,kgN/ha,ZAF,161.4225
p047,Tea production,tea,kgN/ha,SYR,177.58774
p047,Tea production,tea,kgN/ha,TZA,1.3364592
p047,Tea production,tea,kgN/ha,THA,60
p047,Tea production,tea,kgN/ha,TUR,210.68665
p047,Tea production,tea,kgN/ha,UGA,0.90024567
p047,Tea production,tea,kgN/ha,UKR,24.940163
p047,Tea production,tea,kgN/ha,BFA,7.3678279
p047,Tea production,tea,kgN/ha,VNM,62.999989
p047,Tea production,tea,kgN/ha,ETH,3.7482076
p047,Tea production,tea,kgN/ha,ZAR,0.18111335
p047,Tea production,tea,kgN/ha,ZMB,2.7154939
p047,Tea production,tea,kgN/ha,SDN,12.494826
p048,Hops production,hop,kgN/ha,ARM,24.982912
p048,Hops production,hop,kgN/ha,ALB,114.15264
p048,Hops production,hop,kgN/ha,ARG,52.931423
p048,Hops production,hop,kgN/ha,AUS,112.82353
p048,Hops production,hop,kgN/ha,AUT,158.68607
p048,Hops production,hop,kgN/ha,BOL,4.9421091
p048,Hops production,hop,kgN/ha,BWA,13.68363
p048,Hops production,hop,kgN/ha,BRA,90.95829
p048,Hops production,hop,kgN/ha,BGR,256
p048,Hops production,hop,kgN/ha,MMR,38.838654
p048,Hops production,hop,kgN/ha,CHL,187.03833
p048,Hops production,hop,kgN/ha,CHN,155.62817
p048,Hops production,hop,kgN/ha,CZE,160.06377
p048,Hops production,hop,kgN/ha,AZE,16.316547
p048,Hops production,hop,kgN/ha,BLR,67.50692
p048,Hops production,hop,kgN/ha,FRA,147.7532
p048,Hops production,hop,kgN/ha,GEO,49.489727
p048,Hops production,hop,kgN/ha,DEU,127.39631
p048,Hops production,hop,kgN/ha,BIH,68.028084
p048,Hops production,hop,kgN/ha,GRC,137.5793
p048,Hops production,hop,kgN/ha,HUN,103.95778
p048,Hops production,hop,kgN/ha,HRV,162.29166
p048,Hops production,hop,kgN/ha,IND,88.620285
p048,Hops production,hop,kgN/ha,IRL,110.63154
p048,Hops production,hop,kgN/ha,ITA,118.24134
p048,Hops production,hop,kgN/ha,KAZ,5.5085521
p048,Hops production,hop,kgN/ha,JPN,222.05563
p048,Hops production,hop,kgN/ha,PRK,171.69101
p048,Hops production,hop,kgN/ha,KOR,196.91734
p048,Hops production,hop,kgN/ha,LVA,206.7043
p048,Hops production,hop,kgN/ha,LAO,25.116623
p048,Hops production,hop,kgN/ha,LSO,23.758728
p048,Hops production,hop,kgN/ha,MNG,3.6671543
p048,Hops production,hop,kgN/ha,MDA,14.871425
p048,Hops production,hop,kgN/ha,NPL,49.747406
p048,Hops production,hop,kgN/ha,NLD,127.91134
p048,Hops production,hop,kgN/ha,MKD,119.22677
p048,Hops production,hop,kgN/ha,PRY,2.0462122
p048,Hops production,hop,kgN/ha,POL,153.01753
p048,Hops production,hop,kgN/ha,PRT,85.392921
p048,Hops production,hop,kgN/ha,ROM,72.128563
p048,Hops production,hop,kgN/ha,RUS,36.28838
p048,Hops production,hop,kgN/ha,SRM,133.43825
p048,Hops production,hop,kgN/ha,SVN,211.99846
p048,Hops production,hop,kgN/ha,SVK,95.03437
p048,Hops production,hop,kgN/ha,ZAF,153.6432
p048,Hops production,hop,kgN/ha,ESP,94.057091
p048,Hops production,hop,kgN/ha,CHE,177.46307
p048,Hops production,hop,kgN/ha,TUR,101.74371
p048,Hops production,hop,kgN/ha,GBR,223.5262
p048,Hops production,hop,kgN/ha,UKR,23.963196
p048,Hops production,hop,kgN/ha,USA,99.088234
p048,Hops production,hop,kgN/ha,VNM,247.95772
p048,Hops production,hop,kgN/ha,BEL,163.85495
p048,Hops production,hop,kgN/ha,LUX,256
p049,Pepper production,pepper,kgN/ha,AFG,3.4943688
p049,Pepper production,pepper,kgN/ha,AGO,0.65836644
p049,Pepper production,pepper,kgN/ha,BOL,2.6856549
p049,Pepper production,pepper,kgN/ha,BWA,10.063021
p049,Pepper production,pepper,kgN/ha,BRA,69.867691
p049,Pepper production,pepper,kgN/ha,BZE,35.034515
p049,Pepper production,pepper,kgN/ha,BRN,0.50420773
p049,Pepper production,pepper,kgN/ha,MMR,21.777121
p049,Pepper production,pepper,kgN/ha,CMR,7.4128823
p049,Pepper production,pepper,kgN/ha,LKA,35.494884
p049,Pepper production,pepper,kgN/ha,TCD,2.7050416
p049,Pepper production,pepper,kgN/ha,CHN,84.572006
p049,Pepper production,pepper,kgN/ha,COL,93.09156
p049,Pepper production,pepper,kgN/ha,COS,120.33208
p049,Pepper production,pepper,kgN/ha,BEN,42.796185
p049,Pepper production,pepper,kgN/ha,ECU,53.213142
p049,Pepper production,pepper,kgN/ha,ELS,98.265793
p049,Pepper production,pepper,kgN/ha,GHA,5.1984019
p049,Pepper production,pepper,kgN/ha,GUA,58.62162
p049,Pepper production,pepper,kgN/ha,GIN,1.2938004
p049,Pepper production,pepper,kgN/ha,HON,75.310966
p049,Pepper production,pepper,kgN/ha,IND,63.289455
p049,Pepper production,pepper,kgN/ha,IDN,45.500023
p049,Pepper production,pepper,kgN/ha,CIV,7.8007412
p049,Pepper production,pepper,kgN/ha,KAZ,4.0510216
p049,Pepper production,pepper,kgN/ha,KGZ,17.227592
p049,Pepper production,pepper,kgN/ha,KEN,22.169214
p049,Pepper production,pepper,kgN/ha,KHM,13.392407
p049,Pepper production,pepper,kgN/ha,PRK,96.268425
p049,Pepper production,pepper,kgN/ha,LAO,14.083076
p049,Pepper production,pepper,kgN/ha,MDG,1.8097626
p049,Pepper production,pepper,kgN/ha,MWI,70.486755
p049,Pepper production,pepper,kgN/ha,MYS,95.587013
p049,Pepper production,pepper,kgN/ha,MEX,64.752106
p049,Pepper production,pepper,kgN/ha,MNG,1.9928151
p049,Pepper production,pepper,kgN/ha,MOZ,3.0256107
p049,Pepper production,pepper,kgN/ha,NPL,27.893742
p049,Pepper production,pepper,kgN/ha,NIC,43.341698
p049,Pepper production,pepper,kgN/ha,NER,1.0777209
p049,Pepper production,pepper,kgN/ha,NGA,2.7543654
p049,Pepper production,pepper,kgN/ha,PER,100.62524
p049,Pepper production,pepper,kgN/ha,ZWE,28.759472
p049,Pepper production,pepper,kgN/ha,RUS,26.686697
p049,Pepper production,pepper,kgN/ha,ZAF,112.99015
p049,Pepper production,pepper,kgN/ha,TJK,21.015423
p049,Pepper production,pepper,kgN/ha,TKM,33.016075
p049,Pepper production,pepper,kgN/ha,TZA,5.0483375
p049,Pepper production,pepper,kgN/ha,THA,55.999958
p049,Pepper production,pepper,kgN/ha,TGO,25.183191
p049,Pepper production,pepper,kgN/ha,UGA,1.9694889
p049,Pepper production,pepper,kgN/ha,USA,43.805996
p049,Pepper production,pepper,kgN/ha,BFA,16.118765
p049,Pepper production,pepper,kgN/ha,UZB,92.822624
p049,Pepper production,pepper,kgN/ha,VNM,180.50002
p049,Pepper production,pepper,kgN/ha,ETH,8.200036
p049,Pepper production,pepper,kgN/ha,ZAR,0.39622581
p049,Pepper production,pepper,kgN/ha,ZMB,5.940743
p049,Pepper production,pepper,kgN/ha,SDN,6.5239892
p053,Jute production,jute,kgN/ha,AFG,4.4793077
p053,Jute production,jute,kgN/ha,BGD,91.999992
p053,Jute production,jute,kgN/ha,BWA,5.1855335
p053,Jute production,jute,kgN/ha,BRA,40.339417
p053,Jute production,jute,kgN/ha,MMR,27.915298
p053,Jute production,jute,kgN/ha,CMR,2.8297698
p053,Jute production,jute,kgN/ha,TCD,3.4674976
p053,Jute production,jute,kgN/ha,CHN,129.03152
p053,Jute production,jute,kgN/ha,ECU,20.31341
p053,Jute production,jute,kgN/ha,EGY,40.01284
p053,Jute production,jute,kgN/ha,IND,17.228634
p053,Jute production,jute,kgN/ha,KGZ,22.083437
p053,Jute production,jute,kgN/ha,KHM,17.167252
p053,Jute production,jute,kgN/ha,LAO,18.052597
p053,Jute production,jute,kgN/ha,MOZ,3.8784227
p053,Jute production,jute,kgN/ha,NPL,35.755997
p053,Jute production,jute,kgN/ha,NGA,1.0514421
p053,Jute production,jute,kgN/ha,PAK,51.4729
p053,Jute production,jute,kgN/ha,PER,51.852791
p053,Jute production,jute,kgN/ha,ZWE,36.86573
p053,Jute production,jute,kgN/ha,ZAF,58.224487
p053,Jute production,jute,kgN/ha,TJK,26.938929
p053,Jute production,jute,kgN/ha,TKM,12.603447
p053,Jute production,jute,kgN/ha,THA,40.253963
p053,Jute production,jute,kgN/ha,UZB,35.433788
p053,Jute production,jute,kgN/ha,VNM,51.437412
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,AFG,4.868783
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,AGO,0.94649392
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,ARG,41.35247
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,BGD,134.71985
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,BWA,10.690284
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,BRA,80.819183
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MMR,30.342564
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CMR,10.657059
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CAF,0.61695713
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CHL,146.12315
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CHN,129.03574
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,COG,11.373598
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CUB,11.832256
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,BEN,59.628887
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,BLR,52.739529
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,ELS,141.27083
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,GEO,38.663677
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,GUA,84.276787
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,GIN,1.8026812
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,IND,88.598274
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,IDN,138.72888
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,CIV,11.214664
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,KAZ,4.3035374
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,KEN,30.888878
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,LVA,161.48697
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,LAO,19.622267
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,LSO,18.561417
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MDG,2.5215828
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MWI,98.21077
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MYS,95.586571
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MLI,6.3381119
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MRT,2.9322147
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MNG,2.8649504
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,MOZ,4.2156506
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,NAM,1.0263492
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,NPL,38.864971
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,NER,1.5016135
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,NGA,3.959784
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,PAK,193.81273
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,PER,106.89757
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,POL,93.019371
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,ZWE,40.071209
p054,Jute-Like Fibres production,jutelikefiber,kgN/ha,RUS,28.350149
