Year,area,area_code,item,item_code,Element,Value
1997,Yemen,249,"Sweeteners, Other",2543,Seed,0
2014,Togo,217,Potatoes and products,2531,Seed,0
1991,"China, Macao SAR",128,Pepper,2640,Stock_variation,68.94
2003,Zimbabwe,181,Tomatoes and products,2601,Stock_variation,0
1966,Thailand,216,Nuts and products,2551,Processing,0
1982,Nigeria,159,"Beverages, Alcoholic",2658,Import,909.5
1977,Netherlands,150,Sunflowerseed Oil,2573,Seed,0
2005,Ivory Coast,107,Poultry Meat,2734,Processing,0
1977,Viet Nam,237,Barley and products,2513,Feed,0
1991,Maldives,132,Potatoes and products,2531,Feed,0
1963,Costa Rica,48,Coconuts - Incl Copra,2560,Production,7600
1972,Samoa,244,"Fats, Animals, Raw",2737,Seed,0
1985,Paraguay,169,Tomatoes and products,2601,Processing,0
1972,Honduras,95,Milk - Excluding Butter,2848,Feed,0
1978,India,100,"Beverages, Alcoholic",2658,Production,548891.5
1962,Canada,33,Grapefruit and products,2613,Processing,0
2003,Jamaica,109,Pigmeat,2733,Production,6324
1994,Philippines,171,"Citrus, Other",2614,Processing,0
1968,Guatemala,89,Hides and skins,2748,Production,8849.5
2007,Dominican Republic,56,Molasses,2544,Stock_variation,-17000
1981,Malaysia,131,"Cereals, Other",2520,Import,30196
1991,Zimbabwe,181,Bovine Meat,2731,Export,9094
1978,Central African Republic,37,Rubber,2672,Export,409
2020,Guatemala,89,Sesameseed Oil,2579,Other_uses,0
2014,Luxembourg,256,"Oranges, Mandarines",2611,Stock_variation,-2000
2005,Denmark,54,"Citrus, Other",2614,Domestic_supply,1076
1985,Tunisia,222,Apples and products,2617,Import,212
1985,Liberia,123,"Butter, Ghee",2740,Production,0
1981,Tanzania,215,"Offals, Edible",2736,Processing,0
1973,Central African Republic,37,"Oilcrops Oil, Other",2586,Seed,0
1966,Fiji,66,Mutton & Goat Meat,2732,Processing,0
2019,Brazil,21,Wine,2655,Domestic_supply,495000
2006,United Arab Emirates,225,Rice and products,2807,Seed,0
1978,Bulgaria,27,"Sweeteners, Other",2543,Stock_variation,0
2002,Kazakhstan,108,"Aquatic Animals, Others",2769,Other_uses,0
1971,Mauritania,136,Wine,2655,Feed,0
2005,United States of America,231,Palm kernels,2562,Import,32
1985,Puerto Rico,177,Other crop residues,2106,Stock_variation,0
1996,Kiribati,83,Aquatic Plants,2775,Import,0
2002,Belgium,255,Aquatic Plants,2775,Stock_variation,0
2009,Greece,84,Pepper,2640,Processing,0
2017,Cyprus,50,Potatoes and products,2531,Seed,7897.4358974359
1978,South Korea,117,Tea (including mate),2635,Other_uses,0
1995,Armenia,1,Rubber,2672,Processing,0
1992,United States of America,231,Sesame seed,2561,Food,32828
2018,Lithuania,126,Grapefruit and products,2613,Domestic_supply,5000
2006,Ethiopia,238,Jute,2662,Food,0
1996,Djibouti,72,"Butter, Ghee",2740,Domestic_supply,70
2011,Slovakia,199,Temporary grassland,3002,Food,0
1970,Zambia,251,Milk - Excluding Butter,2848,Other_uses,0
1971,Chile,40,Soyabean Oil,2571,Seed,0
1982,Viet Nam,237,Groundnuts,2552,Seed,9046.11743497907
2015,Fiji,66,Sugar cane,2536,Production,1845000
1989,Turkey,223,Olive Oil,2580,Seed,0
1994,Estonia,63,Cocoa Beans and products,2633,Import,7230.5
1984,Thailand,216,Groundnut Oil,2572,Other_uses,0
1973,Greece,84,Rye and products,2515,Production,6500
2000,Pakistan,165,"Fats, Animals, Raw",2737,Food,102978
1975,Uruguay,234,DDGS Barley,2102,Seed,0
1995,Finland,67,Potatoes and products,2531,Export,3867
1964,Kiribati,83,Sugar (Raw Equivalent),2542,Domestic_supply,941
1996,Ireland,104,Tea (including mate),2635,Seed,0
1990,Uganda,226,Tea (including mate),2635,Food,1972
2018,Mexico,138,Sunflower seed,2557,Production,9751.36
2007,Hungary,97,Milk - Excluding Butter,2848,Import,514112
1985,Paraguay,169,Eggs,2744,Export,0
2021,Barbados,14,Palm Oil,2577,Import,1000
1983,Namibia,147,DDGS,2101,Domestic_supply,262.22
1980,Mozambique,144,Crustaceans,2765,Other_uses,0
2013,Norway,162,Freshwater Fish,2761,Import,3000
1997,Venezuela,236,Plantains,2616,Production,504109
2004,Albania,3,Rape and Mustard Cake,2593,Processing,0
2021,Malaysia,131,"Fruits, Other",2625,Stock_variation,-485461.17
2017,United Arab Emirates,225,Poultry Meat,2734,Processing,0
1997,"China, mainland",41,"Butter, Ghee",2740,Food,77851.5
1994,Oman,221,"Cereals, Other",2520,Stock_variation,-340
1961,Greece,84,"Spices, Other",2645,Production,1278
2014,Nepal,149,Cassava and products,2532,Domestic_supply,1000
2010,Luxembourg,256,Freshwater Fish,2761,Stock_variation,-830
1979,Argentina,9,Fodder legumes,2001,Stock_variation,0
1982,Norway,162,"Hard Fibres, Other",2667,Import,27
1981,Romania,183,Firewood,2107,Other_uses,1326818.46719669
2011,Sao Tome and Principe,193,Hides and skins,2748,Stock_variation,-2.1
1981,Rwanda,184,Poultry Meat,2734,Food,1049
1966,USSR,228,Palmkernel Cake,2595,Processing,0
2003,Botswana,20,"Citrus, Other",2614,Import,1002
1989,Nigeria,159,Palmkernel Oil,2576,Domestic_supply,142107
2017,Suriname,207,"Hard Fibres, Other",2667,Processing,0
1963,Japan,110,Pigmeat,2733,Export,12
1969,Mauritania,136,Other crop residues,2106,Feed,11847.1856595269
1976,South Africa,202,Other crop residues,2106,Domestic_supply,10121260.7188883
1994,Spain,203,Sugar (Raw Equivalent),2542,Seed,0
1993,Uganda,226,Sugar non-centrifugal,2541,Feed,0
1994,Grenada,86,Coconuts - Incl Copra,2560,Stock_variation,-50
1991,Barbados,14,Wine,2655,Export,54.5
1967,Netherlands,150,"Oranges, Mandarines",2611,Feed,0
2000,Uganda,226,Wine,2655,Domestic_supply,72.5
2010,Bangladesh,16,Bananas,2615,Domestic_supply,818084.666666667
1997,Mauritius,137,Peas,2547,Export,0
2010,Panama,166,Olive Oil,2580,Processing,0
2007,Bosnia and Herzegovina,80,"Fish, Body Oil",2781,Feed,11.5
2021,Guinea,90,Cottonseed Cake,2594,Food,0
2004,Armenia,1,"Citrus, Other",2614,Import,172
1992,Chile,40,Sesameseed Oil,2579,Processing,0
1975,Botswana,20,Freshwater Fish,2761,Feed,0
1962,Argentina,9,Freshwater Fish,2761,Processing,0
1965,Switzerland,211,Beer,2656,Processing,0
1995,Indonesia,101,Olive Oil,2580,Other_uses,0
2014,Switzerland,211,Straw,2105,Export,0
2014,Nigeria,159,Pineapples and products,2618,Feed,0
1993,Sweden,210,"Fish, Liver Oil",2782,Production,0
1961,Trinidad and Tobago,220,Soyabean Cake,2590,Food,0
1991,Belgium-Luxembourg,15,Honey,2745,Processing,0
1968,France,68,Soyabeans,2555,Domestic_supply,50003.5
1980,Mauritania,136,Maize and products,2514,Seed,145.142857142857
2000,Bulgaria,27,Potatoes and products,2531,Stock_variation,-50234.5
1979,Myanmar,28,Groundnut Oil,2572,Feed,0
1981,Greece,84,Rye and products,2515,Seed,877.372776633589
1999,Ivory Coast,107,"Alcohol, Non-Food",2659,Export,34.5
1984,Sweden,210,Wine,2655,Processing,0
1974,Afghanistan,2,Straw,2105,Export,0
1996,Australia,10,Other crop residues,2106,Food,0
1992,Slovenia,198,Sunflowerseed Cake,2592,Import,7422
1992,Indonesia,101,Soy hulls,2103,Other_uses,0
2003,Luxembourg,256,Fodder legumes,2001,Production,5517.8970479773
2019,Bosnia and Herzegovina,80,Pineapples and products,2618,Domestic_supply,5000
2011,Malaysia,131,Aquatic Plants,2775,Feed,0
1991,RoW,999,"Beverages, Fermented",2657,Other_uses,95.4993281744636
2010,Solomon Islands,25,Sweet potatoes,2533,Export,0
2004,Sri Lanka,38,Firewood,2107,Production,3262216.59262141
1994,Portugal,174,Jute,2662,Feed,0
2007,Saint Vincent and the Grenadines,191,Onions,2602,Import,790
1980,Pakistan,165,Milk - Excluding Butter,2848,Other_uses,0
2011,India,100,Nuts and products,2551,Stock_variation,-86404.3333333333
2016,Kazakhstan,108,Beer,2656,Stock_variation,-15000
2007,Maldives,132,Eggs,2744,Production,0
2007,Malawi,130,"Molluscs, Other",2767,Import,13.5
1966,Netherlands Antilles,151,Potatoes and products,2531,Seed,0
2009,Cyprus,50,Onions,2602,Import,5059.5
2012,Lithuania,126,Apples and products,2617,Seed,0
1983,Haiti,93,Plantains,2616,Food,205882.352941177
2018,Albania,3,"Spices, Other",2645,Food,342.9
2005,Suriname,207,"Sweeteners, Other",2543,Import,2197
1991,Libya,124,Dates,2619,Processing,0
1982,United States of America,231,Pelagic Fish,2763,Seed,20000
2007,Germany,79,Onions,2602,Feed,0
2009,Kuwait,118,"Roots, Other",2534,Domestic_supply,982
1994,Turkmenistan,213,Firewood,2107,Stock_variation,0
1972,Cameroon,32,Demersal Fish,2762,Production,14222.5
1969,Germany,79,Tobacco,2671,Seed,0
1991,Norway,162,"Oilcrops Oil, Other",2586,Stock_variation,0
2017,Spain,203,Pepper,2640,Processing,0
1980,Central African Republic,37,Dates,2619,Seed,0
1996,Serbia and Montenegro,186,Potatoes and products,2531,Other_uses,0
2019,Gambia,75,Cotton lint,2661,Processing,0
2004,French Polynesia,70,"Oilcrops, Other",2570,Seed,0
1982,Sri Lanka,38,"Oilseed Cakes, Other",2598,Food,0
1987,Canada,33,Potatoes and products,2531,Food,2403974.31057685
1971,Greece,84,"Oilseed Cakes, Other",2598,Processing,0
2004,Paraguay,169,Onions,2602,Production,30030.74
2016,Angola,7,Sweet potatoes,2533,Seed,0
2007,Liberia,123,Grapes and products (excl wine),2620,Feed,0
2004,Georgia,73,Sunflowerseed Cake,2592,Export,0
1974,Mongolia,141,Potatoes and products,2531,Processing,0
2014,Bolivia,19,"Butter, Ghee",2740,Feed,0
2015,Benin,53,Hides and skins,2748,Food,0
1976,France,68,Cocoa Beans and products,2633,Food,102112
1997,Azerbaijan,52,Maize and products,2514,Stock_variation,-35.5
2009,Tanzania,215,Cassava and products,2532,Processing,0
2010,Cyprus,50,"Cereals, Other",2520,Export,1.33333333333333
1967,DR Congo,250,Jute-Like Fibres,2663,Domestic_supply,5123
1996,India,100,Tomatoes and products,2601,Stock_variation,0
2007,Djibouti,72,"Butter, Ghee",2740,Domestic_supply,73
2002,"China, mainland",41,Beans,2546,Feed,735784.528798897
1973,Mauritius,137,Wine,2655,Production,0
1986,Philippines,171,Olive Oil,2580,Import,10
1992,Cyprus,50,"Vegetables, Other",2605,Other_uses,4825.57485990708
2009,Netherlands,150,"Fish, Body Oil",2781,Production,0
2005,Paraguay,169,Pelagic Fish,2763,Seed,0
2020,Saint Vincent and the Grenadines,191,Barley and products,2513,Production,0
1989,Timor-Leste,176,Copra Cake,2596,Stock_variation,0
2001,Panama,166,Cocoa Beans and products,2633,Export,96
1970,Haiti,93,Wheat and products,2511,Other_uses,0
1969,Sweden,210,Millet and products,2517,Production,0
1963,Indonesia,101,Crustaceans,2765,Seed,0
1970,Suriname,207,"Offals, Edible",2736,Other_uses,0
2021,Gambia,75,Rape and Mustard Cake,2593,Production,0
1999,Sweden,210,Barley and products,2513,Seed,99590.838152789
1977,Colombia,44,Pineapples and products,2618,Import,0
2003,Japan,110,"Molluscs, Other",2767,Food,1286819.5
1967,North Korea,116,Bovine Meat,2731,Stock_variation,-150
2020,Kuwait,118,Sunflowerseed Cake,2592,Feed,0
1979,Ethiopia,238,"Sweeteners, Other",2543,Domestic_supply,828
2005,Sweden,210,Beans,2546,Seed,50.4845222072678
1994,Tunisia,222,Potatoes and products,2531,Processing,0
1973,India,100,Coconuts,248,Stock_variation,0
1997,Fiji,66,Oats,2516,Processing,0
1962,Canada,33,Groundnuts,2552,Production,0
1981,Sao Tome and Principe,193,Wheat and products,2511,Import,6965.5
1997,Ecuador,58,"Pulses, Other and products",2549,Food,21854.4269422666
2003,Dominican Republic,56,"Butter, Ghee",2740,Stock_variation,-100
2003,Panama,166,Other crop residues,2106,Stock_variation,0
1971,Dominica,55,Pigmeat,2733,Processing,0
1978,Djibouti,72,Coffee and products,2630,Processing,0
2014,Madagascar,129,Miscellaneous,2899,Feed,0
1986,USSR,228,Hops,677,Import,0
2009,Denmark,54,Maize and products,2514,Import,128766
2011,Romania,183,Rice and products,2807,Production,65261
2016,Kazakhstan,108,"Oilcrops Oil, Other",2586,Feed,0
1995,Tanzania,215,Grapefruit and products,2613,Feed,0
1995,Saudi Arabia,194,Poultry Meat,2734,Seed,0
1963,Egypt,59,Cotton lint,2661,Stock_variation,0
2008,Uzbekistan,235,Beans,2546,Export,0
1985,El Salvador,60,Other crop residues,2106,Import,0
1996,Japan,110,Sorghum and products,2518,Import,2405857.5
2000,Estonia,63,Grapefruit and products,2613,Processing,0
1977,Denmark,54,Cottonseed Cake,2594,Seed,0
2003,Djibouti,72,"Oranges, Mandarines",2611,Export,0
1986,Indonesia,101,Barley and products,2513,Other_uses,0
2002,Peru,170,Apples and products,2617,Other_uses,0
1966,Ghana,81,Pepper,2640,Processing,0
2011,Greece,84,Soyabean Oil,2571,Processing,0
1999,"China, Hong Kong SAR",96,Sorghum and products,2518,Other_uses,8.5
2008,Uganda,226,Firewood,2107,Import,0
2011,Indonesia,101,Pineapples and products,2618,Processing,0
2005,Bahamas,12,Soyabeans,2555,Food,6
1982,Angola,7,Palmkernel Oil,2576,Other_uses,1017.5
1993,Kenya,114,"Spices, Other",2645,Other_uses,0
2021,Spain,203,Miscellaneous,2899,Processing,0
2019,Bulgaria,27,Plantains,2616,Export,0
1982,Pakistan,165,Wool (Clean Eq.),2746,Import,3175
1962,Niger,158,Onions,2602,Domestic_supply,18149.5
2021,Colombia,44,Palm Oil,2577,Import,154000
1964,Gambia,75,"Marine Fish, Other",2764,Domestic_supply,850
1988,Thailand,216,Palm Oil,2577,Processing,0
1969,Albania,3,Oats,2516,Feed,14618.4210526316
1992,Thailand,216,Sesameseed Cake,2597,Production,5341
1964,Rwanda,184,Bananas,2615,Seed,0
1963,Israel,105,Jute,2662,Production,0
1994,Guatemala,89,Aquatic Plants,2775,Feed,0
1998,Trinidad and Tobago,220,Molasses,2544,Import,7306
1989,Sweden,210,Nuts and products,2551,Import,24090.5
2006,Kuwait,118,"Vegetables, Other",2605,Other_uses,0
1983,Uruguay,234,"Cereals, Other",2520,Seed,41.9690265486726
2007,India,100,Palm Oil,2577,Feed,0
2000,Qatar,179,Dates,2619,Stock_variation,0
2012,DR Congo,250,"Oilcrops, Other",2570,Production,107000
1998,Senegal,195,Sorghum and products,2518,Domestic_supply,119788.5
1991,Papua New Guinea,168,Maize and products,2514,Processing,0
1998,Cuba,49,Tobacco,2671,Import,4000
2004,Puerto Rico,177,Beans,2546,Export,0
2001,Peru,170,Maize and products,2514,Processing,21.3516184235436
2008,Nicaragua,157,Sesameseed Oil,2579,Production,23.5
2002,Saudi Arabia,194,Barley and products,2513,Seed,1962.06683886569
2006,United Arab Emirates,225,"Pulses, Other and products",2549,Other_uses,5151.28000922639
2013,Switzerland,211,Rape and Mustard Oil,2574,Feed,0
1999,Djibouti,72,Coffee and products,2630,Domestic_supply,6
2018,Israel,105,Eggs,2744,Feed,0
1965,Burundi,29,Wheat and products,2511,Production,8200
1985,Tanzania,215,Grapes and products (excl wine),2620,Domestic_supply,7064.5
2017,Kiribati,83,Coconuts,248,Stock_variation,0
1996,Gabon,74,"Vegetables, Other",2605,Feed,0
1997,Romania,183,Cottonseed Cake,2594,Food,0
1964,Malaysia,131,Other crop residues,2106,Domestic_supply,490105.521490495
1965,Peru,170,Poultry Meat,2734,Domestic_supply,39121
1982,Malta,134,Grapefruit and products,2613,Export,0
1985,Mexico,138,Straw,2105,Export,0
1963,Grenada,86,Wine,2655,Domestic_supply,29.5
2014,Saudi Arabia,194,Sesameseed Oil,2579,Seed,0
1982,Lao,120,Seed cotton,328,Domestic_supply,15450
1996,Mexico,138,Coconuts - Incl Copra,2560,Import,139.5
1989,Switzerland,211,"Pulses, Other and products",2549,Processing,0
1999,France,68,Sugar cane,2536,Export,2.5
2012,Philippines,171,Soyabeans,2555,Feed,0
2017,Paraguay,169,Tobacco,2671,Production,6400
2017,Guyana,91,Rubber,2672,Export,0
1965,Netherlands,150,Jute,2662,Stock_variation,0
1990,Egypt,59,"Butter, Ghee",2740,Export,12
2009,Lithuania,126,Olive Oil,2580,Other_uses,173.5
1982,Chile,40,"Spices, Other",2645,Seed,0
1984,Oman,221,Fodder cereal and grasses,2000,Other_uses,0
1999,Netherlands,150,Sugarbeet pulp,2104,Import,0
2013,Zambia,251,Wine,2655,Domestic_supply,0
1966,Thailand,216,Rubber,2672,Processing,0
1997,Netherlands,150,Eggs,2744,Import,60783
1970,Kuwait,118,Milk - Excluding Butter,2848,Other_uses,0
1966,Yugoslav SFR,248,Oats,2516,Seed,45369.8630136986
2011,Japan,110,Sesameseed Oil,2579,Feed,0
2013,Canada,33,Firewood,2107,Seed,0
2018,Belize,23,Coconuts,248,Processing,0
2021,Peru,170,"Offals, Edible",2736,Feed,0
1969,Bahrain,13,Grapes and products (excl wine),2620,Export,0
1970,Angola,7,DDGS,2101,Other_uses,0
1966,Puerto Rico,177,Poultry Meat,2734,Food,10754.5363260464
2008,Guinea-Bissau,175,Hides and skins,2748,Other_uses,1997
2020,Estonia,63,Nuts and products,2551,Stock_variation,7000
2000,Bahrain,13,Bovine Meat,2731,Seed,0
1979,Barbados,14,"Sweeteners, Other",2543,Export,39.5
1989,Colombia,44,Rape and Mustard Cake,2593,Domestic_supply,256
2001,Turkmenistan,213,Sugar beet,2537,Domestic_supply,220000
2006,Mauritius,137,"Beverages, Alcoholic",2658,Stock_variation,0
1981,Algeria,4,Pimento,2641,Processing,0
1984,Portugal,174,Maize Germ Oil,2582,Food,2850
2005,Saint Lucia,189,Cephalopods,2766,Feed,0
1993,Sweden,210,"Molluscs, Other",2767,Processing,0
1994,Netherlands,150,Sugar cane,2536,Import,11.5
2001,Hungary,97,"Meat, Other",2735,Export,9171
1992,France,68,Olives (including preserved),2563,Feed,0
1994,Greece,84,Pepper,2640,Food,871
1980,Venezuela,236,Molasses,2544,Export,0
2007,Oman,221,"Fats, Animals, Raw",2737,Export,44
2002,Botswana,20,Dates,2619,Export,0
2019,Central African Republic,37,Wheat and products,2511,Stock_variation,0
1973,South Korea,117,Pineapples and products,2618,Other_uses,0
1965,Spain,203,Soyabean Cake,2590,Other_uses,2700
1983,Switzerland,211,Rape and Mustard Cake,2593,Export,0
1996,Brazil,21,"Pulses, Other and products",2549,Export,1
1995,DR Congo,250,Coffee and products,2630,Stock_variation,0
2001,Denmark,54,Pimento,2641,Import,886.5
1990,Iran,102,"Beverages, Alcoholic",2658,Export,0
1972,Ecuador,58,Palm kernels,2562,Import,0
2019,Indonesia,101,"Fruits, Other",2625,Feed,0
2008,Mongolia,141,Cocoa Beans and products,2633,Food,3934.5
1966,Bolivia,19,"Oilcrops, Other",2570,Other_uses,0
1997,Cyprus,50,DDGS,2101,Seed,0
1974,Paraguay,169,Palmkernel Oil,2576,Stock_variation,-600
1997,Morocco,143,Millet and products,2517,Import,20.5
2004,Netherlands,150,Sesame seed,2561,Production,0
2017,Sri Lanka,38,Eggs,2744,Import,0
1966,Antigua and Barbuda,8,Hides and skins,2748,Processing,0
2021,New Zealand,156,Molasses,2544,Stock_variation,0
2012,Luxembourg,256,Sugar (Raw Equivalent),2542,Stock_variation,-1000
1984,Japan,110,Peas,2547,Food,20924.5253989131
2018,Morocco,143,Bananas,2615,Domestic_supply,343000
1981,Austria,11,Rye and products,2515,Other_uses,1807.734441932
1997,Kazakhstan,108,"Marine Fish, Other",2764,Import,19983.5
2007,Denmark,54,Palmkernel Oil,2576,Other_uses,28057
2012,Oman,221,"Fish, Body Oil",2781,Import,0
1989,Haiti,93,Beer,2656,Stock_variation,0
2005,Czech Republic,167,Olive Oil,2580,Domestic_supply,3886
1981,India,100,Millet and products,2517,Export,15
2012,Bulgaria,27,Poultry Meat,2734,Feed,0
2009,Guatemala,89,Cocoa Beans and products,2633,Production,10591.38
1993,Paraguay,169,Cassava and products,2532,Stock_variation,-124418.64
1980,Yemen,249,Cottonseed Cake,2594,Processing,0
1996,Sri Lanka,38,"Pulses, Other and products",2549,Domestic_supply,79157.5
1981,Italy,106,Jute,2662,Food,0
1978,Gambia,75,Palm Oil,2577,Domestic_supply,3000
1972,Algeria,4,Sugar beet,2537,Processing,23865
1977,Yugoslav SFR,248,Pepper,2640,Domestic_supply,2846.5
1970,Japan,110,Oats,2516,Processing,0
2011,Senegal,195,Oats,2516,Stock_variation,0
2005,Antigua and Barbuda,8,Cotton lint,2661,Stock_variation,-32
2010,United Kingdom,229,"Beverages, Alcoholic",2658,Domestic_supply,231030.666666667
2005,Norway,162,"Spices, Other",2645,Import,1179.5
1991,Singapore,200,Coconut Oil,2578,Domestic_supply,24.6407383154493
1987,Bolivia,19,"Spices, Other",2645,Other_uses,0
1973,Mongolia,141,Fodder cereal and grasses,2000,Production,793000
1966,United Kingdom,229,Beans,2546,Import,81830.5
2019,Uzbekistan,235,Fodder cereal and grasses,2000,Processing,0
1996,Greece,84,Rape and Mustard Oil,2574,Processing,0
1974,Australia,10,Coffee and products,2630,Feed,0
2012,Switzerland,211,Mutton & Goat Meat,2732,Export,5.66666666666667
1996,Colombia,44,Sorghum and products,2518,Export,1
1998,Belgium-Luxembourg,15,Rape and Mustardseed,2558,Other_uses,0
2000,Mexico,138,Mutton & Goat Meat,2732,Stock_variation,75
1972,DR Congo,250,Groundnut Oil,2572,Other_uses,392.685783437169
2004,Jordan,112,Mutton & Goat Meat,2732,Food,30086.5
2017,Peru,170,Cocoa Beans and products,2633,Feed,0
2013,Serbia,272,Bovine Meat,2731,Export,1990.33333333333
2003,Fiji,66,Sesame seed,2561,Food,2.5
1996,Norway,162,Demersal Fish,2762,Import,155758.5
1978,Egypt,59,Dates,2619,Food,416914
2016,Serbia,272,Wine,2655,Seed,0
1981,South Korea,117,"Citrus, Other",2614,Feed,0
2002,Philippines,171,"Lemons, Limes and products",2612,Seed,0
1966,Portugal,174,Sisal,2665,Domestic_supply,47770
2002,North Korea,116,"Vegetables, Other",2605,Import,0
2018,Egypt,59,Rape and Mustard Cake,2593,Processing,0
2019,Burkina Faso,233,Palm Oil,2577,Other_uses,0
1995,Gabon,74,Sugar (Raw Equivalent),2542,Feed,0
2017,Haiti,93,Mutton & Goat Meat,2732,Export,0
2001,Solomon Islands,25,Onions,2602,Import,85
1977,Greece,84,Nuts and products,2551,Export,197
1999,Bulgaria,27,Crustaceans,2765,Processing,0
1973,Venezuela,236,Maize Germ Oil,2582,Food,5750
2004,Dominica,55,Molasses,2544,Other_uses,0
2000,Bahamas,12,Coffee and products,2630,Other_uses,0
1993,Papua New Guinea,168,"Alcohol, Non-Food",2659,Feed,0
1964,Cambodia,115,Wheat and products,2511,Export,0
2003,South Korea,117,"Fish, Liver Oil",2782,Seed,0
1986,Barbados,14,Dates,2619,Export,0
1983,USSR,228,Fodder mix,2003,Export,0
1984,Trinidad and Tobago,220,Groundnut Oil,2572,Production,780
1963,Myanmar,28,"Fruits, Other",2625,Import,1111
2018,Hungary,97,Tea (including mate),2635,Seed,0
2017,Iraq,103,Groundnuts,2552,Other_uses,0
1987,Bolivia,19,"Oranges, Mandarines",2611,Stock_variation,-178
1999,Honduras,95,Jute,2662,Other_uses,2
1967,Colombia,44,Eggs,2744,Stock_variation,35.5999999999986
1981,Bolivia,19,"Marine Fish, Other",2764,Import,9834
2001,Eritrea,178,Potatoes and products,2531,Processing,703.087678129805
1973,Italy,106,Eggs,2744,Export,1197.5
2006,Germany,79,Rape and Mustard Oil,2574,Import,1303793.5
2006,Israel,105,Pimento,2641,Seed,0
1978,Spain,203,Pimento,2641,Food,7085
2010,Slovenia,198,"Aquatic Animals, Others",2769,Stock_variation,-8.33333333333333
1970,Costa Rica,48,"Oilcrops, Other",2570,Production,0
1963,Bahamas,12,Firewood,2107,Food,0
1964,Angola,7,"Beverages, Alcoholic",2658,Domestic_supply,3958
1976,Mauritania,136,Wheat and products,2511,Food,32212.620846405
2002,Mauritius,137,Sesameseed Oil,2579,Processing,0
2018,Denmark,54,Fodder vegetables and roots,2002,Production,10739501.038951
2012,Trinidad and Tobago,220,Dates,2619,Seed,0
1964,Guinea-Bissau,175,Maize and products,2514,Food,2692.82744282744
2020,"China, Macao SAR",128,Bovine Meat,2731,Production,768.41
1984,Saint Vincent and the Grenadines,191,Yams,2535,Domestic_supply,3203.5
1995,Eritrea,178,Brans,2111,Stock_variation,0
1970,Nicaragua,157,Sugar cane,2536,Seed,0
2007,Gabon,74,Demersal Fish,2762,Stock_variation,437.5
1971,Greece,84,"Pulses, Other and products",2549,Export,4851
2007,Djibouti,72,Pineapples and products,2618,Import,157.5
2010,Switzerland,211,Nuts and products,2551,Import,64000
1965,Mali,133,Pigmeat,2733,Import,3
2021,Mali,133,"Fruits, Other",2625,Food,1128000
1968,Lao,120,Pigmeat,2733,Processing,0
2006,Luxembourg,256,Copra Cake,2596,Import,95
1999,Uganda,226,Dates,2619,Export,0
1995,New Zealand,156,Wool (Clean Eq.),2746,Food,0
2015,Solomon Islands,25,Eggs,2744,Export,0
1977,Saint Kitts and Nevis,188,Tea (including mate),2635,Processing,0
1961,New Zealand,156,"Vegetables, Other",2605,Export,3106.5
2018,Colombia,44,Sugar cane,2536,Feed,38044.7308567096
2017,Chile,40,Wine,2655,Other_uses,0
2008,RoW,999,Soyabean Oil,2571,Import,28382
2021,Liberia,123,Rice and products,2807,Food,814078.239608802
2012,Croatia,98,Other crop residues,2106,Export,0
2016,Trinidad and Tobago,220,Beer,2656,Domestic_supply,48000
1990,Turkey,223,Olives (including preserved),2563,Feed,0
2013,Saudi Arabia,194,Cotton lint,2661,Seed,0
1983,Israel,105,Bananas,2615,Stock_variation,-250
1966,Maldives,132,Sorghum and products,2518,Import,0
2014,Botswana,20,Wheat and products,2511,Export,3000
1998,Solomon Islands,25,"Cereals, Other",2520,Export,0
1987,United States of America,231,"Hard Fibres, Other",2667,Other_uses,13858
1987,Thailand,216,Millet and products,2517,Stock_variation,0
2010,Fiji,66,Aquatic Plants,2775,Domestic_supply,1000
2000,Morocco,143,Rape and Mustard Oil,2574,Stock_variation,4000
1999,DR Congo,250,Rice and products,2807,Production,350000
1989,Ireland,104,Copra Cake,2596,Domestic_supply,2100
1961,Tunisia,222,"Vegetables, Other",2605,Production,289150
1989,Spain,203,Oats,2516,Domestic_supply,508847.5
1987,Ecuador,58,"Pulses, Other and products",2549,Food,4911.60242765415
1994,Serbia and Montenegro,186,Tobacco,2671,Import,0
2011,Albania,3,Sweet potatoes,2533,Other_uses,0
2016,Guatemala,89,Pimento,2641,Food,1000
2013,Zambia,251,Sesame seed,2561,Production,0
1993,Suriname,207,Grapefruit and products,2613,Feed,0
1961,Romania,183,Wine,2655,Other_uses,0
1982,Hungary,97,"Oilcrops Oil, Other",2586,Export,2885.13511507053
2002,Nicaragua,157,"Butter, Ghee",2740,Feed,0
2004,Denmark,54,"Beverages, Alcoholic",2658,Feed,0
1981,Gambia,75,"Oil, palm fruit",254,Import,0
1974,Switzerland,211,Groundnuts,2552,Production,0
1963,Ecuador,58,Sweet potatoes,2533,Processing,0
2015,"China, mainland",41,Tobacco,2671,Export,211778.66
2006,Cameroon,32,"Roots, Other",2534,Import,0
2007,Indonesia,101,Freshwater Fish,2761,Feed,0
2015,Tajikistan,208,Beer,2656,Processing,0
1984,Algeria,4,"Offals, Edible",2736,Seed,0
1997,Russian Federation,185,Other crop residues,2106,Export,0
1999,South Africa,202,"Oilcrops, Other",2570,Production,14800
2012,France,68,Grapes and products (excl wine),2620,Export,60000
1998,Ukraine,230,"Meat, Other",2735,Export,178
2009,South Africa,202,Aquatic Plants,2775,Processing,0
